学習地点,Tier_Factor
東京都足立区中央本町５丁目,1.0
東京都足立区中川１丁目,1.0
東京都足立区中川２丁目,1.0
東京都足立区中川４丁目,1.0375
東京都足立区伊興１丁目,1.0
東京都足立区伊興２丁目,1.0
東京都足立区伊興３丁目,1.0
東京都足立区伊興４丁目,1.0
東京都足立区保塚町,1.0
東京都足立区保木間１丁目,1.0
東京都足立区保木間２丁目,1.0
東京都足立区保木間５丁目,1.0
東京都足立区入谷１丁目,1.0
東京都足立区六月１丁目,1.0
東京都足立区六月２丁目,1.0
東京都足立区六木１丁目,1.0
東京都足立区六町１丁目,1.0
東京都足立区加平１丁目,1.0
東京都足立区加平２丁目,1.0
東京都足立区加平３丁目,1.0
東京都足立区北加平町,1.0
東京都足立区千住中居町,1.0
東京都足立区千住仲町,1.0
東京都足立区千住元町,1.0
東京都足立区千住大川町,1.0
東京都足立区千住寿町,1.0
東京都足立区千住旭町,1.0
東京都足立区千住曙町,1.0
東京都足立区千住東１丁目,1.0
東京都足立区千住東２丁目,1.0
東京都足立区千住桜木１丁目,1.0
東京都足立区千住桜木２丁目,1.0
東京都足立区千住橋戸町,1.003125
東京都足立区千住河原町,1.0
東京都足立区千住緑町１丁目,1.0
東京都足立区千住緑町３丁目,1.0
東京都足立区千住関屋町,1.0
東京都足立区千住１丁目,1.15
東京都足立区千住２丁目,1.0
東京都足立区千住３丁目,1.0166666666666666
東京都足立区千住５丁目,1.0
東京都足立区南花畑２丁目,1.0
東京都足立区大谷田１丁目,1.0
東京都足立区大谷田２丁目,1.0
東京都足立区大谷田３丁目,1.0
東京都足立区大谷田４丁目,1.0
東京都足立区大谷田５丁目,1.0
東京都足立区宮城１丁目,1.0
東京都足立区小台１丁目,1.0
東京都足立区小台２丁目,1.0
東京都足立区島根１丁目,1.0
東京都足立区島根２丁目,1.0
東京都足立区島根３丁目,1.0
東京都足立区弘道１丁目,1.0
東京都足立区弘道２丁目,1.0
東京都足立区扇１丁目,1.0
東京都足立区扇２丁目,1.0
東京都足立区新田１丁目,1.0
東京都足立区新田２丁目,1.0
東京都足立区新田３丁目,1.0071428571428571
東京都足立区東伊興３丁目,1.0
東京都足立区東保木間１丁目,1.0
東京都足立区東和２丁目,1.0
東京都足立区東和３丁目,1.0
東京都足立区東和４丁目,1.0
東京都足立区東和５丁目,1.0
東京都足立区東綾瀬１丁目,1.0
東京都足立区東綾瀬２丁目,1.0
東京都足立区東綾瀬３丁目,1.0
東京都足立区東開５丁目,1.0
東京都足立区柳原２丁目,1.0
東京都足立区栗原１丁目,1.0
東京都足立区栗原２丁目,1.0
東京都足立区栗原３丁目,1.0
東京都足立区栗原４丁目,1.0
東京都足立区梅島１丁目,1.0
東京都足立区梅島２丁目,1.0
東京都足立区梅島３丁目,1.0
東京都足立区梅田２丁目,1.0
東京都足立区梅田５丁目,1.0
東京都足立区梅田６丁目,1.0
東京都足立区梅田７丁目,1.0055555555555555
東京都足立区梅田８丁目,1.0
東京都足立区椿１丁目,1.0
東京都足立区江北１丁目,1.0
東京都足立区江北４丁目,1.0
東京都足立区江北６丁目,1.0
東京都足立区江北７丁目,1.0
東京都足立区皿沼１丁目,1.0
東京都足立区神明１丁目,1.0
東京都足立区竹の塚１丁目,1.0
東京都足立区竹の塚５丁目,1.0
東京都足立区竹の塚６丁目,1.0
東京都足立区綾瀬１丁目,1.0
東京都足立区綾瀬２丁目,1.025
東京都足立区綾瀬３丁目,1.0
東京都足立区綾瀬４丁目,1.0
東京都足立区綾瀬５丁目,1.0
東京都足立区綾瀬６丁目,1.0
東京都足立区綾瀬７丁目,1.0
東京都足立区興野１丁目,1.0
東京都足立区興野２丁目,1.0
東京都足立区舎人４丁目,1.0
東京都足立区舎人５丁目,1.0
東京都足立区花畑５丁目,1.0
東京都足立区花畑６丁目,1.0
東京都足立区西保木間１丁目,1.0
東京都足立区西保木間２丁目,1.0
東京都足立区西保木間３丁目,1.0
東京都足立区西保木間４丁目,1.0
東京都足立区西加平２丁目,1.0
東京都足立区西新井本町１丁目,1.0
東京都足立区西新井本町２丁目,1.0
東京都足立区西新井本町３丁目,1.0
東京都足立区西新井本町５丁目,1.0
東京都足立区西新井栄町１丁目,1.0
東京都足立区西新井２丁目,1.0
東京都足立区西新井３丁目,1.0
東京都足立区西新井４丁目,1.0
東京都足立区西新井６丁目,1.0
東京都足立区西新井７丁目,1.0
東京都足立区西綾瀬１丁目,1.0
東京都足立区西綾瀬２丁目,1.0
東京都足立区西綾瀬３丁目,1.0
東京都足立区谷中１丁目,1.0
東京都足立区谷中２丁目,1.0
東京都足立区谷中３丁目,1.0
東京都足立区谷中４丁目,1.0
東京都足立区谷中５丁目,1.0
東京都足立区谷在家１丁目,1.0
東京都足立区谷在家２丁目,1.0
東京都足立区足立１丁目,1.0
東京都足立区足立２丁目,1.0
東京都足立区足立３丁目,1.0
東京都足立区足立４丁目,1.0
東京都足立区辰沼２丁目,1.0
東京都足立区関原２丁目,1.0
東京都足立区青井１丁目,1.0
東京都足立区青井２丁目,1.0
東京都足立区青井３丁目,1.0
東京都足立区青井４丁目,1.0
東京都足立区青井５丁目,1.0
東京都足立区青井６丁目,1.0
東京都足立区鹿浜１丁目,1.0
東京都足立区鹿浜２丁目,1.0
東京都足立区鹿浜６丁目,1.0
東京都足立区鹿浜７丁目,1.0
東京都足立区鹿浜８丁目,1.0
東京都野区沼袋４丁目,1.0
